Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","642","Roumanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10667.994481","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","826","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","40568.470503","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","646","Rwanda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","756.546025","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","662","Sainte-Lucie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","11276.286475","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","659","Saint-Kitts-et-Nevis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","22160.60363","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","674","Saint-Marin","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","44885.517828","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","670","Saint-Vincent-et-les Grenadines","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","7996.654529","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","882","Samoa","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4246.467778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","678","Sao Tomé-et-Principe","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1819.871902","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","686","Sénégal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1385.199669","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","688","Serbie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5918.256598","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","690","Seychelles","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16455.554723","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","694","Sierra Leone","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","487.010035","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","702","Singapour","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","59549.584598","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","534","Sint Maarten (partie néerlandaise)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","30784.079673","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","703","Slovaquie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","17584.598912","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","705","Slovénie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","23155.397106","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","706","Somalie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","555.158592","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","729","Soudan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3000.817257","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","728","Soudan du Sud","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","335.080867","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","144","Sri Lanka","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4388.201902","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","752","Suède","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","53788.877499","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","756","Suisse","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","82255.865969","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","740","Suriname","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6112.882912","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","762","Tadjikistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","844.36525","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","148","Tchad","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","884.869685","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","203","Tchéquie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","20759.909712","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","764","Thaïlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6436.79048","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","626","Timor-Leste","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1285.523946","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","768","Togo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","813.395007","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","776","Tonga","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4376.266009","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","780","Trinité-et-Tobago","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16258.68897","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","788","Tunisie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3569.718839","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","795","Turkménistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6738.439771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","792","Turquie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10464.007788","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","798","Tuvalu","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4183.205886","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","804","Ukraine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2510.017662","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","858","Uruguay","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","18995.397019","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","548","Vanuatu","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3032.145892","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","862","Venezuela (République bolivarienne du)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","8083.225762","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","704","Viet Nam","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2992.071534","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","887","Yémen","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","612.353054","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","894","Zambie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1497.004453","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","716","Zimbabwe","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1494.170144","X","Ciffre de sources internationales",""
